wk_ending,state,deaths_st,cases_st,pop_st,deaths_pc_st,cases_pc_st,st_code,wk_tests,tests_pc,cum_all_doses,cum_1st_doses,wk_all_doses,wk_1st_doses,curr_date
2020-05-19,Georgia,174,3795,65946,0.002638522427440633,0.002638522427440633,GA,2038801,0.18990145397304423,NA,NA,NA,NA,NA
2020-05-19,Hawaii,11,415,202267,5.438356232109044e-5,5.438356232109044e-5,HI,294630,0.2085595565906179,NA,NA,NA,NA,NA
2020-05-19,Idaho,22,780,38849,5.662951427321167e-4,5.662951427321167e-4,ID,247280,0.13540982170237,NA,NA,NA,NA,NA
2020-05-19,Illinois,2980,64691,121844,0.02445750303666984,0.02445750303666984,IL,3908516,0.3087368579034258,NA,NA,NA,NA,NA
2020-05-19,Indiana,513,8541,71619,0.007162903698739161,0.007162903698739161,IN,1624139,0.2407790552009903,NA,NA,NA,NA,NA
2020-05-19,Iowa,83,3128,31238,0.002657020295793585,0.002657020295793585,IA,675916,0.21256222777803985,NA,NA,NA,NA,NA
2020-05-19,Kansas,70,1411,27227,0.002570977338671172,0.002570977338671172,KS,434012,0.14912656853447684,NA,NA,NA,NA,NA
2020-05-19,Kentucky,131,1959,36620,0.0035772801747678863,0.0035772801747678863,KY,876164,0.1947165249161609,NA,NA,NA,NA,NA
2020-05-19,Louisiana,495,7095,70436,0.007027656312113124,0.007027656312113124,LA,1811414,0.3899556099010157,NA,NA,NA,NA,NA
2020-05-19,Maine,38,863,74678,5.088513350652134e-4,5.088513350652134e-4,ME,244839,0.18192957296457843,NA,NA,NA,NA,NA
2020-05-19,Maryland,503,12240,232526,0.002163198954095456,0.002163198954095456,MD,1461038,0.24017905285445626,NA,NA,NA,NA,NA
2020-05-19,Massachusetts,1436,19901,405441,0.0035418223613300085,0.0035418223613300085,MA,4024092,0.5767984405011037,NA,NA,NA,NA,NA
2020-05-19,Michigan,2390,19837,114791,0.020820447596065893,0.020820447596065893,MI,2927678,0.2914562468889995,NA,NA,NA,NA,NA
2020-05-19,Minnesota,476,5650,63366,0.0075119149070479434,0.0075119149070479434,MN,1143924,0.20066483413353167,NA,NA,NA,NA,NA
2020-05-19,Mississippi,46,786,35430,0.0012983347445667513,0.0012983347445667513,MS,767326,0.2566942989234794,NA,NA,NA,NA,NA
2020-05-19,Missouri,445,4432,56155,0.007924494702163654,0.007924494702163654,MO,1002130,0.16243899197149744,NA,NA,NA,NA,NA
2020-05-19,Montana,6,149,18427,3.2560916047104794e-4,3.2560916047104794e-4,MT,183912,0.16922963671831867,NA,NA,NA,NA,NA
2020-05-19,Nebraska,53,2583,20362,0.0026028877320498967,0.0026028877320498967,NE,487025,0.24942767736880112,NA,NA,NA,NA,NA
2020-05-19,Nevada,296,5463,162113,0.0018258868813728695,0.0018258868813728695,NV,725304,0.23101354923781556,NA,NA,NA,NA,NA
2020-05-19,New Hampshire,73,1820,113309,6.44255972605883e-4,6.44255972605883e-4,NH,324297,0.23649735642661804,NA,NA,NA,NA,NA
2020-05-19,New Jersey,1762,18701,386182,0.004562615554324127,0.004562615554324127,NJ,3345680,0.3743807747267688,NA,NA,NA,NA,NA
2020-05-19,New Mexico,92,1987,59909,0.0015356624213390309,0.0015356624213390309,NM,900763,0.42962215735653236,NA,NA,NA,NA,NA
2020-05-19,New York,6685,60606,303961,0.021992953043318057,0.021992953043318057,NY,9595121,0.4935634885934004,NA,NA,NA,NA,NA
2020-05-19,North Carolina,64,2735,102824,6.224227806737727e-4,6.224227806737727e-4,NC,1732822,0.16329045693985056,NA,NA,NA,NA,NA
2020-05-19,North Dakota,28,1229,13855,0.0020209310718152292,0.0020209310718152292,ND,427021,0.5605988003513088,NA,NA,NA,NA,NA
2020-05-19,Ohio,212,4706,129878,0.0016323010825543972,0.0016323010825543972,OH,1883467,0.16032644687896355,NA,NA,NA,NA,NA
2020-05-19,Oklahoma,49,1087,50088,9.782782303146462e-4,9.782782303146462e-4,OK,849080,0.2146949797968049,NA,NA,NA,NA,NA
2020-05-19,Oregon,55,1005,110993,4.955267449298605e-4,4.955267449298605e-4,OR,858877,0.1996882185678514,NA,NA,NA,NA,NA
2020-05-19,Pennsylvania,1109,20132,185536,0.0059772766471196965,0.0059772766471196965,PA,2537998,0.19795786567245668,NA,NA,NA,NA,NA
2020-05-19,Rhode Island,446,9112,151337,0.002947065159214204,0.002947065159214204,RI,811341,0.7681989471292229,NA,NA,NA,NA,NA
2020-05-19,South Carolina,61,1267,107264,5.686903341288783e-4,5.686903341288783e-4,SC,802015,0.15393466536150938,NA,NA,NA,NA,NA
2020-05-19,South Dakota,40,3165,13009,0.0030747943731262973,0.0030747943731262973,SD,216054,0.23925530465866468,NA,NA,NA,NA,NA
2020-05-19,Tennessee,87,4174,70403,0.0012357427950513472,0.0012357427950513472,TN,2234022,0.32388489876159465,NA,NA,NA,NA,NA
2020-05-19,Texas,278,9859,113265,0.0024544210479848145,0.0024544210479848145,TX,4903535,0.16637775131224913,NA,NA,NA,NA,NA
2020-05-19,Utah,61,4019,86647,7.040059090332037e-4,7.040059090332037e-4,UT,1288410,0.3925542027713795,NA,NA,NA,NA,NA
2020-05-19,Vermont,38,439,38999,9.7438395856304e-4,9.7438395856304e-4,VT,177867,0.2832001987068135,NA,NA,NA,NA,NA
2020-05-19,Virginia,292,8020,63226,0.004618353209122829,0.004618353209122829,VA,1514049,0.17551728974833675,NA,NA,NA,NA,NA
2020-05-19,Washington,537,7565,185729,0.002891309380872131,0.002891309380872131,WA,2099204,0.2692288158417873,NA,NA,NA,NA,NA
2020-05-19,West Virginia,17,215,31441,5.406952705066633e-4,5.406952705066633e-4,WV,485842,0.27324121097594584,NA,NA,NA,NA,NA
2020-05-19,Wisconsin,282,5076,78681,0.003584092728867198,0.003584092728867198,WI,1225153,0.2093652326227197,NA,NA,NA,NA,NA
2020-05-19,Wyoming,9,228,23150,3.8876889848812093e-4,3.8876889848812093e-4,WY,128965,0.2274414708346193,NA,NA,NA,NA,NA
2020-05-26,Alabama,112,2060,71060,0.0015761328454826906,0.0015761328454826906,AL,1265506,0.2578129902090608,NA,NA,NA,NA,NA
2020-05-26,Alaska,4,218,22454,1.7814197915738843e-4,1.7814197915738843e-4,AK,293330,0.3996310636755758,NA,NA,NA,NA,NA
2020-05-26,Arizona,385,8448,428159,8.991986621792371e-4,8.991986621792371e-4,AZ,1741417,0.2360126529953961,NA,NA,NA,NA,NA
2020-05-26,Arkansas,30,975,39192,7.654623392529087e-4,7.654623392529087e-4,AR,733453,0.24134682461335966,NA,NA,NA,NA,NA
2020-05-26,California,2145,47845,658537,0.003257220171379892,0.003257220171379892,CA,10706569,0.2680831048513302,NA,NA,NA,NA,NA
2020-05-26,Colorado,301,5269,87253,0.003449738117887064,0.003449738117887064,CO,1172221,0.20053288581189388,NA,NA,NA,NA,NA
2020-05-26,Connecticut,1231,15355,356528,0.0034527442444913163,0.0034527442444913163,CT,1577075,0.44261565836298933,NA,NA,NA,NA,NA
2020-05-26,Delaware,230,4132,194752,0.0011809891554387117,0.0011809891554387117,DE,434978,0.44254777977301746,NA,NA,NA,NA,NA
2020-05-26,District of Columbia,440,8334,235249,0.0018703586412694634,0.0018703586412694634,DC,287757,0.4077327775172193,NA,NA,NA,NA,NA
2020-05-26,Florida,633,17168,311271,0.0020335977331649912,0.0020335977331649912,FL,6886792,0.3131356340653844,NA,NA,NA,NA,NA
2020-05-26,Georgia,209,4230,65946,0.003169259697328117,0.003169259697328117,GA,2574265,0.23977654828103315,NA,NA,NA,NA,NA
2020-05-26,Hawaii,11,416,202267,5.438356232109044e-5,5.438356232109044e-5,HI,332563,0.23541116593166228,NA,NA,NA,NA,NA
2020-05-26,Idaho,23,796,38849,5.92035831038122e-4,5.92035831038122e-4,ID,280237,0.15345698076838832,NA,NA,NA,NA,NA
2020-05-26,Illinois,3354,73819,121844,0.027527001739929745,0.027527001739929745,IL,5038392,0.39798668214886607,NA,NA,NA,NA,NA
2020-05-26,Indiana,557,9268,71619,0.007777265809352267,0.007777265809352267,IN,1984693,0.2942312852557688,NA,NA,NA,NA,NA
2020-05-26,Iowa,112,3821,31238,0.0035853767846853193,0.0035853767846853193,IA,866979,0.2726477664040757,NA,NA,NA,NA,NA
2020-05-26,Kansas,72,1601,27227,0.002644433834061777,0.002644433834061777,KS,534506,0.1836563174315205,NA,NA,NA,NA,NA
2020-05-26,Kentucky,142,2219,36620,0.003877662479519388,0.003877662479519388,KY,1159258,0.2576306367772002,NA,NA,NA,NA,NA
2020-05-26,Louisiana,504,7332,70436,0.0071554318814242715,0.0071554318814242715,LA,2205566,0.4748074348033876,NA,NA,NA,NA,NA
2020-05-26,Maine,41,1056,74678,5.490238088861512e-4,5.490238088861512e-4,ME,297988,0.22142236158687462,NA,NA,NA,NA,NA
2020-05-26,Maryland,567,13819,232526,0.0024384369919922934,0.0024384369919922934,MD,1823254,0.29972349715277685,NA,NA,NA,NA,NA
2020-05-26,Massachusetts,1535,20785,405441,0.003786000922452342,0.003786000922452342,MA,4672711,0.6697690852277614,NA,NA,NA,NA,NA
2020-05-26,Michigan,2485,20554,114791,0.021648038609298637,0.021648038609298637,MI,3658251,0.3641862618218019,NA,NA,NA,NA,NA
2020-05-26,Minnesota,549,7421,63366,0.008663952277246473,0.008663952277246473,MN,1510721,0.2650076219111087,NA,NA,NA,NA,NA
2020-05-26,Mississippi,56,904,35430,0.001580581428168219,0.001580581428168219,MS,948481,0.3172962539223754,NA,NA,NA,NA,NA
2020-05-26,Missouri,474,4831,56155,0.008440922446799039,0.008440922446799039,MO,1193071,0.19338933131472605,NA,NA,NA,NA,NA
2020-05-26,Montana,6,149,18427,3.2560916047104794e-4,3.2560916047104794e-4,MT,225656,0.20764106150391992,NA,NA,NA,NA,NA
2020-05-26,Nebraska,39,3329,20362,0.0019153324820744525,0.0019153324820744525,NE,660680,0.3383643096022166,NA,NA,NA,NA,NA
2020-05-26,Nevada,329,6226,162113,0.002029448594498899,0.002029448594498899,NV,1007202,0.32079970442659395,NA,NA,NA,NA,NA
2020-05-26,New Hampshire,81,2149,113309,7.14859366864062e-4,7.14859366864062e-4,NH,435725,0.3177575205104831,NA,NA,NA,NA,NA
2020-05-26,New Jersey,1800,18989,386182,0.004661014754701151,0.004661014754701151,NJ,4074929,0.45598355968788923,NA,NA,NA,NA,NA
2020-05-26,New Mexico,112,2236,59909,0.0018695020781518636,0.0018695020781518636,NM,1159101,0.552837396978022,NA,NA,NA,NA,NA
2020-05-26,New York,6843,62225,303961,0.022512756570744273,0.022512756570744273,NY,11527148,0.592945037421877,NA,NA,NA,NA,NA
2020-05-26,North Carolina,73,3428,102824,7.099509842060219e-4,7.099509842060219e-4,NC,2223740,0.2095515411943196,NA,NA,NA,NA,NA
2020-05-26,North Dakota,37,1580,13855,0.00267051605918441,0.00267051605918441,ND,535312,0.7027646532926011,NA,NA,NA,NA,NA
2020-05-26,Ohio,235,5414,129878,0.0018093903509447328,0.0018093903509447328,OH,2381227,0.20269729393838795,NA,NA,NA,NA,NA
2020-05-26,Oklahoma,58,1216,50088,0.0011579619869030507,0.0011579619869030507,OK,1089990,0.27561052083280657,NA,NA,NA,NA,NA
2020-05-26,Oregon,58,1052,110993,5.225554764714892e-4,5.225554764714892e-4,OR,1051128,0.24438642297650132,NA,NA,NA,NA,NA
2020-05-26,Pennsylvania,1243,21738,185536,0.006699508451190065,0.006699508451190065,PA,3039800,0.23709723966336216,NA,NA,NA,NA,NA
2020-05-26,Rhode Island,516,10607,151337,0.003409609018283698,0.003409609018283698,RI,973033,0.9212931752764733,NA,NA,NA,NA,NA
2020-05-26,South Carolina,63,1386,107264,5.873359188544153e-4,5.873359188544153e-4,SC,1084935,0.20823688604825244,NA,NA,NA,NA,NA
2020-05-26,South Dakota,43,3289,13009,0.0033054039511107693,0.0033054039511107693,SD,262125,0.2902737127461305,NA,NA,NA,NA,NA
2020-05-26,Tennessee,96,4716,70403,0.0013635782566083833,0.0013635782566083833,TN,2639823,0.38271727185476645,NA,NA,NA,NA,NA
2020-05-26,Texas,315,11281,113265,0.0027810885975367503,0.0027810885975367503,TX,6324053,0.2145761613447203,NA,NA,NA,NA,NA
2020-05-26,Utah,69,4632,86647,7.963345528408369e-4,7.963345528408369e-4,UT,1485347,0.45255718864636274,NA,NA,NA,NA,NA
2020-05-26,Vermont,38,444,38999,9.7438395856304e-4,9.7438395856304e-4,VT,218921,0.34856646090109084,NA,NA,NA,NA,NA
2020-05-26,Virginia,340,9839,63226,0.005377534558567678,0.005377534558567678,VA,1917116,0.22224314038262458,NA,NA,NA,NA,NA
2020-05-26,Washington,556,7835,185729,0.0029936089679048505,0.0029936089679048505,WA,2383416,0.30567980402970335,NA,NA,NA,NA,NA
2020-05-26,West Virginia,18,286,31441,5.725008746541141e-4,5.725008746541141e-4,WV,576430,0.3241885865010939,NA,NA,NA,NA,NA
2020-05-26,Wisconsin,311,6517,78681,0.003952669640701059,0.003952669640701059,WI,1727288,0.2951746058871278,NA,NA,NA,NA,NA
2020-05-26,Wyoming,12,250,23150,5.183585313174946e-4,5.183585313174946e-4,WY,155175,0.2736651823111856,NA,NA,NA,NA,NA
2020-06-02,Alabama,118,2282,71060,0.001660568533633549,0.001660568533633549,AL,1485703,0.3026722378183685,NA,NA,NA,NA,NA
2020-06-02,Alaska,4,259,22454,1.7814197915738843e-4,1.7814197915738843e-4,AK,357555,0.48713082525660695,NA,NA,NA,NA,NA
2020-06-02,Arizona,448,10536,428159,0.0010463402614449306,0.0010463402614449306,AZ,2097244,0.28423756080173584,NA,NA,NA,NA,NA
2020-06-02,Arkansas,35,983,39192,8.930393957950602e-4,8.930393957950602e-4,AR,876392,0.2883817045080619,NA,NA,NA,NA,NA
2020-06-02,California,2448,57219,658537,0.0037173309927915972,0.0037173309927915972,CA,13280548,0.3325332832550861,NA,NA,NA,NA,NA
2020-06-02,Colorado,332,5854,87253,0.003805026761257493,0.003805026761257493,CO,1434482,0.24539810761385195,NA,NA,NA,NA,NA
2020-06-02,Connecticut,1288,15776,356528,0.0036126194857065926,0.0036126194857065926,CT,1871058,0.5251237693231698,NA,NA,NA,NA,NA
2020-06-02,Delaware,250,4299,194752,0.0012836838646072954,0.0012836838646072954,DE,507667,0.5165017626501305,NA,NA,NA,NA,NA
2020-06-02,District of Columbia,470,8886,235249,0.0019978830940832904,0.0019978830940832904,DC,317145,0.4493736441709446,NA,NA,NA,NA,NA
2020-06-02,Florida,722,18224,311271,0.002319522216974919,0.002319522216974919,FL,7998182,0.3636694402764516,NA,NA,NA,NA,NA
2020-06-02,Georgia,242,4638,65946,0.00366966912322203,0.00366966912322203,GA,3105603,0.2892673317126331,NA,NA,NA,NA,NA
2020-06-02,Hawaii,11,422,202267,5.438356232109044e-5,5.438356232109044e-5,HI,366965,0.25976328847801006,NA,NA,NA,NA,NA
2020-06-02,Idaho,23,818,38849,5.92035831038122e-4,5.92035831038122e-4,ID,316830,0.17349520304902089,NA,NA,NA,NA,NA
2020-06-02,Illinois,3726,79673,121844,0.03058008601162142,0.03058008601162142,IL,6114042,0.4829531505485912,NA,NA,NA,NA,NA
2020-06-02,Indiana,614,9978,71619,0.008573143998101062,0.008573143998101062,IN,2301454,0.3411911909685932,NA,NA,NA,NA,NA
2020-06-02,Iowa,133,4342,31238,0.004257634931813817,0.004257634931813817,IA,1059269,0.33311917228800103,NA,NA,NA,NA,NA
2020-06-02,Kansas,74,1789,27227,0.0027178903294523818,0.0027178903294523818,KS,652376,0.22415646174356438,NA,NA,NA,NA,NA
2020-06-02,Kentucky,157,2562,36620,0.0042872747132714365,0.0042872747132714365,KY,1449543,0.3221428587302681,NA,NA,NA,NA,NA
2020-06-02,Louisiana,507,7711,70436,0.007198023737861321,0.007198023737861321,LA,2582132,0.5558733999543612,NA,NA,NA,NA,NA
2020-06-02,Maine,54,1203,74678,7.231045287768821e-4,7.231045287768821e-4,ME,355289,0.26400032694551157,NA,NA,NA,NA,NA
2020-06-02,Maryland,624,15553,232526,0.0026835708694941643,0.0026835708694941643,MD,2318307,0.38110492641933746,NA,NA,NA,NA,NA
2020-06-02,Massachusetts,1663,21460,405441,0.004101706536832733,0.004101706536832733,MA,5202218,0.7456666571109136,NA,NA,NA,NA,NA
2020-06-02,Michigan,2593,21143,114791,0.02258887891907902,0.02258887891907902,MI,4403007,0.4383282229965157,NA,NA,NA,NA,NA
2020-06-02,Minnesota,627,8591,63366,0.009894896316636682,0.009894896316636682,MN,1916671,0.3362185497494154,NA,NA,NA,NA,NA
2020-06-02,Mississippi,68,1035,35430,0.0019192774484899802,0.0019192774484899802,MS,1164458,0.3895472458066545,NA,NA,NA,NA,NA
2020-06-02,Missouri,483,5121,56155,0.00860119312616864,0.00860119312616864,MO,1285550,0.20837959758610014,NA,NA,NA,NA,NA
2020-06-02,Montana,6,155,18427,3.2560916047104794e-4,3.2560916047104794e-4,MT,272916,0.2511281239648128,NA,NA,NA,NA,NA
2020-06-02,Nebraska,39,4476,20362,0.0019153324820744525,0.0019153324820744525,NE,811926,0.4158242726253092,NA,NA,NA,NA,NA
2020-06-02,Nevada,343,6845,162113,0.0021158081091584265,0.0021158081091584265,NV,1257412,0.40049304701782995,NA,NA,NA,NA,NA
2020-06-02,New Hampshire,148,2528,113309,0.0013061627937763108,0.0013061627937763108,NH,538778,0.3929101185050137,NA,NA,NA,NA,NA
2020-06-02,New Jersey,1828,18957,386182,0.0047335194286631695,0.0047335194286631695,NJ,5169714,0.5784897337569113,NA,NA,NA,NA,NA
2020-06-02,New Mexico,124,2480,59909,0.002069805872239563,0.002069805872239563,NM,1355351,0.6464395413614163,NA,NA,NA,NA,NA
2020-06-02,New York,6952,63401,303961,0.0228713552067535,0.0228713552067535,NY,13983277,0.7192858722769476,NA,NA,NA,NA,NA
2020-06-02,North Carolina,95,4548,102824,9.239088150626313e-4,9.239088150626313e-4,NC,2690539,0.2535397996588735,NA,NA,NA,NA,NA
2020-06-02,North Dakota,54,1762,13855,0.0038975099242150846,0.0038975099242150846,ND,630307,0.8274753420862965,NA,NA,NA,NA,NA
2020-06-02,Ohio,264,5996,129878,0.002032676819784721,0.002032676819784721,OH,2869190,0.24423419052240014,NA,NA,NA,NA,NA
2020-06-02,Oklahoma,62,1294,50088,0.0012378214342756747,0.0012378214342756747,OK,1332696,0.33698019126028494,NA,NA,NA,NA,NA
2020-06-02,Oregon,61,1181,110993,5.495842080131179e-4,5.495842080131179e-4,OR,1234721,0.2870716492796012,NA,NA,NA,NA,NA
2020-06-02,Pennsylvania,1346,23034,185536,0.007254656778199379,0.007254656778199379,PA,3559224,0.277611088145138,NA,NA,NA,NA,NA
2020-06-02,Rhode Island,656,11052,151337,0.004334696736422686,0.004334696736422686,RI,1112897,1.053720080290865,NA,NA,NA,NA,NA
2020-06-02,South Carolina,66,1755,107264,6.153042959427207e-4,6.153042959427207e-4,SC,1359389,0.26091418590814,NA,NA,NA,NA,NA
2020-06-02,South Dakota,49,3362,13009,0.003766623107079714,0.003766623107079714,SD,326217,0.361248334767399,NA,NA,NA,NA,NA
2020-06-02,Tennessee,117,5323,70403,0.001661861000241467,0.001661861000241467,TN,3021238,0.4380142020824695,NA,NA,NA,NA,NA
2020-06-02,Texas,356,13027,113265,0.0031430715578510573,0.0031430715578510573,TX,7852446,0.2664347879195041,NA,NA,NA,NA,NA
2020-06-02,Utah,74,5449,86647,8.540399552206077e-4,8.540399552206077e-4,UT,1672019,0.5094326228169598,NA,NA,NA,NA,NA
2020-06-02,Vermont,39,457,38999,0.0010000256416831201,0.0010000256416831201,VT,265200,0.42225197870907444,NA,NA,NA,NA,NA
2020-06-02,Virginia,391,11426,63226,0.006184164742352829,0.006184164742352829,VA,2388577,0.27689761784143907,NA,NA,NA,NA,NA
2020-06-02,Washington,573,8289,185729,0.003085140177355179,0.003085140177355179,WA,2667239,0.3420809018737736,NA,NA,NA,NA,NA
2020-06-02,West Virginia,19,319,31441,6.043064788015648e-4,6.043064788015648e-4,WV,656165,0.36903215283987695,NA,NA,NA,NA,NA
2020-06-02,Wisconsin,342,8004,78681,0.004346665649902772,0.004346665649902772,WI,2310929,0.39491246208399194,NA,NA,NA,NA,NA
2020-06-02,Wyoming,16,283,23150,6.911447084233262e-4,6.911447084233262e-4,WY,189794,0.3347189277368723,NA,NA,NA,NA,NA
2020-06-09,Alabama,126,2548,71060,0.001773149451168027,0.001773149451168027,AL,1736917,0.35385036935024505,NA,NA,NA,NA,NA
2020-06-09,Alaska,5,309,22454,2.2267747394673555e-4,2.2267747394673555e-4,AK,440876,0.6006468647224394,NA,NA,NA,NA,NA
2020-06-09,Arizona,504,14374,428159,0.0011771327941255468,0.0011771327941255468,AZ,2579563,0.3496058136556396,NA,NA,NA,NA,NA
2020-06-09,Arkansas,40,1185,39192,0.0010206164523372118,0.0010206164523372118,AR,1088663,0.3582306679828891,NA,NA,NA,NA,NA
2020-06-09,California,2710,65945,658537,0.004115182594144293,0.004115182594144293,CA,16140381,0.40414099530516434,NA,NA,NA,NA,NA
2020-06-09,Colorado,349,6176,87253,0.003999862468912244,0.003999862468912244,CO,1721444,0.29448895138678616,NA,NA,NA,NA,NA
2020-06-09,Connecticut,1319,16108,356528,0.0036995691782973567,0.0036995691782973567,CT,2192030,0.6152065067301323,NA,NA,NA,NA,NA
2020-06-09,Delaware,262,4361,194752,0.0013453006901084457,0.0013453006901084457,DE,574805,0.5848081432909924,NA,NA,NA,NA,NA
2020-06-09,District of Columbia,495,9474,235249,0.002104153471428146,0.002104153471428146,DC,373662,0.5294545227835958,NA,NA,NA,NA,NA
2020-06-09,Florida,774,19980,311271,0.002486579218751506,0.002486579218751506,FL,9594455,0.4362503978538626,NA,NA,NA,NA,NA
2020-06-09,Georgia,272,4925,65946,0.004124586783125587,0.004124586783125587,GA,3640390,0.3390793677406134,NA,NA,NA,NA,NA
2020-06-09,Hawaii,11,448,202267,5.438356232109044e-5,5.438356232109044e-5,HI,415013,0.2937749966376204,NA,NA,NA,NA,NA
2020-06-09,Idaho,25,848,38849,6.435172076501326e-4,6.435172076501326e-4,ID,375335,0.2055323739431375,NA,NA,NA,NA,NA
2020-06-09,Illinois,4010,83271,121844,0.03291093529431076,0.03291093529431076,IL,7145013,0.5643903883978293,NA,NA,NA,NA,NA
2020-06-09,Indiana,653,10444,71619,0.009117692232508133,0.009117692232508133,IN,2650428,0.3929266828259468,NA,NA,NA,NA,NA
2020-06-09,Iowa,149,4863,31238,0.00476983161534029,0.00476983161534029,IA,1284294,0.40388508891928865,NA,NA,NA,NA,NA
2020-06-09,Kansas,76,1840,27227,0.0027913468248429866,0.0027913468248429866,KS,796083,0.27353420195439737,NA,NA,NA,NA,NA
2020-06-09,Kentucky,169,3186,36620,0.004614964500273075,0.004614964500273075,KY,1720152,0.38228233500530034,NA,NA,NA,NA,NA
2020-06-09,Louisiana,513,7940,70436,0.007283207450735419,0.007283207450735419,LA,2992463,0.6442081899947903,NA,NA,NA,NA,NA
2020-06-09,Maine,57,1324,74678,7.6327700259782e-4,7.6327700259782e-4,ME,420751,0.3126423884855735,NA,NA,NA,NA,NA
2020-06-09,Maryland,667,16636,232526,0.0028684964262061016,0.0028684964262061016,MD,2862780,0.4706104762030011,NA,NA,NA,NA,NA
2020-06-09,Massachusetts,1720,21845,405441,0.0042422941932365,0.0042422941932365,MA,5731573,0.8215424418771321,NA,NA,NA,NA,NA
2020-06-09,Michigan,2653,21562,114791,0.023111567980068123,0.023111567980068123,MI,5117399,0.5094473867595819,NA,NA,NA,NA,NA
2020-06-09,Minnesota,686,9567,63366,0.010825995013098506,0.010825995013098506,MN,2393984,0.41994783069358516,NA,NA,NA,NA,NA
2020-06-09,Mississippi,71,1186,35430,0.0020039514535704207,0.0020039514535704207,MS,1375641,0.46019449629674236,NA,NA,NA,NA,NA
2020-06-09,Missouri,497,5427,56155,0.008850503071854688,0.008850503071854688,MO,1703218,0.27608096257742004,NA,NA,NA,NA,NA
2020-06-09,Montana,6,168,18427,3.2560916047104794e-4,3.2560916047104794e-4,MT,332886,0.3063105009385697,NA,NA,NA,NA,NA
2020-06-09,Nebraska,44,5164,20362,0.002160887928494254,0.002160887928494254,NE,972349,0.49798419518890485,NA,NA,NA,NA,NA
2020-06-09,Nevada,365,7799,162113,0.002251515917909113,0.002251515917909113,NV,1501055,0.47809476185319427,NA,NA,NA,NA,NA
2020-06-09,New Hampshire,175,2753,113309,0.0015444492493976649,0.0015444492493976649,NH,660473,0.48165761166818594,NA,NA,NA,NA,NA
2020-06-09,New Jersey,1845,19062,386182,0.00477754012356868,0.00477754012356868,NJ,6485217,0.7256941981095655,NA,NA,NA,NA,NA
2020-06-09,New Mexico,134,2757,59909,0.0022367257006459798,0.0022367257006459798,NM,1599373,0.7628267132173382,NA,NA,NA,NA,NA
2020-06-09,New York,7032,64313,303961,0.02313454686620981,0.02313454686620981,NY,16979031,0.87338448085183,NA,NA,NA,NA,NA
2020-06-09,North Carolina,111,5837,102824,0.0010795145102310744,0.0010795145102310744,NC,3309296,0.31184764274069676,NA,NA,NA,NA,NA
2020-06-09,North Dakota,60,1930,13855,0.004330566582461205,0.004330566582461205,ND,753884,0.989708857419298,NA,NA,NA,NA,NA
2020-06-09,Ohio,293,6667,129878,0.0022559632886247094,0.0022559632886247094,OH,3423519,0.29142036313491154,NA,NA,NA,NA,NA
2020-06-09,Oklahoma,64,1404,50088,0.001277751157961987,0.001277751157961987,OK,1535438,0.3882447241593802,NA,NA,NA,NA,NA
2020-06-09,Oregon,66,1329,110993,5.946320939158326e-4,5.946320939158326e-4,OR,1446123,0.33622244593812267,NA,NA,NA,NA,NA
2020-06-09,Pennsylvania,1436,23822,185536,0.007739737840634702,0.007739737840634702,PA,4125488,0.3217783462939419,NA,NA,NA,NA,NA
2020-06-09,Rhode Island,702,11959,151337,0.004638654129525496,0.004638654129525496,RI,1277102,1.2091936827753371,NA,NA,NA,NA,NA
2020-06-09,South Carolina,70,2222,107264,6.525954653937947e-4,6.525954653937947e-4,SC,1648321,0.3163703191877315,NA,NA,NA,NA,NA
2020-06-09,South Dakota,51,3418,13009,0.003920362825736029,0.003920362825736029,SD,423677,0.46917423288561694,NA,NA,NA,NA,NA
2020-06-09,Tennessee,135,6125,70403,0.0019175319233555388,0.0019175319233555388,TN,3453238,0.5006448638507999,NA,NA,NA,NA,NA
2020-06-09,Texas,395,15238,113265,0.0034873968127841787,0.0034873968127841787,TX,9391717,0.3186625068284457,NA,NA,NA,NA,NA
2020-06-09,Utah,85,6421,86647,9.809918404561034e-4,9.809918404561034e-4,UT,1900705,0.5791089295942866,NA,NA,NA,NA,NA
2020-06-09,Vermont,39,535,38999,0.0010000256416831201,0.0010000256416831201,VT,323936,0.5157715572213527,NA,NA,NA,NA,NA
2020-06-09,Virginia,416,12695,63226,0.006579571695188688,0.006579571695188688,VA,2891557,0.33520595951176707,NA,NA,NA,NA,NA
2020-06-09,Washington,585,8567,185729,0.003149750442849528,0.003149750442849528,WA,2993869,0.3839721178386836,NA,NA,NA,NA,NA
2020-06-09,West Virginia,19,350,31441,6.043064788015648e-4,6.043064788015648e-4,WV,756996,0.4257402689432924,NA,NA,NA,NA,NA
2020-06-09,Wisconsin,358,8973,78681,0.004550018428845591,0.004550018428845591,WI,2889714,0.49382048105267656,NA,NA,NA,NA,NA
2020-06-09,Wyoming,16,297,23150,6.911447084233262e-4,6.911447084233262e-4,WY,217581,0.3837238217009832,NA,NA,NA,NA,NA
2020-06-16,Alabama,129,2964,71060,0.0018153672952434562,0.0018153672952434562,AL,2034434,0.41446149834373003,NA,NA,NA,NA,NA
2020-06-16,Alaska,6,359,22454,2.6721296873608263e-4,2.6721296873608263e-4,AK,503533,0.6860103923422552,NA,NA,NA,NA,NA
